date,btc,eth,ratio
2025-08-06,115038.45,3684.11,31.22557415495194
2025-08-07,117522.28,3911.67,30.044017005524495
2025-08-08,116692.86,4010.54,29.09654560233784
2025-08-09,116501.28,4262.92,27.32898576562544
2025-08-10,119311.7,4252.23,28.058618654212026
2025-08-11,118714.58,4224.95,28.098457969916804
2025-08-12,120128.24,4589.8,26.172870277572006
2025-08-13,123374.56,4751.85,25.963479486936663
2025-08-14,118391.59,4550.57,26.016870414036045
2025-08-15,117440.09,4443.12,26.43189695529268
2025-08-16,117469.52,4425.22,26.545464406289405
2025-08-17,117488.0,4475.46,26.251603187158416
2025-08-18,116292.15,4315.29,26.948860910854194
2025-08-19,112870.67,4075.7,27.693566749270065
2025-08-20,114291.37,4336.33,26.356704863329128
2025-08-21,112491.84,4224.96,26.625539650079528
2025-08-22,116909.79,4830.6,24.20191901627127
2025-08-23,115391.76,4777.18,24.154785877860995
2025-08-24,113486.67,4780.0,23.741981171548115
2025-08-25,110150.15,4377.67,25.161821242807246
2025-08-26,111805.93,4601.95,24.295337845913146
2025-08-27,111276.98,4507.43,24.687456044797145
2025-08-28,112582.21,4512.13,24.951012049741475
2025-08-29,108393.15,4360.69,24.856880447819037
2025-08-30,108833.53,4374.94,24.87657659305042
2025-08-31,108273.72,4392.43,24.65007296644454
2025-09-01,109256.28,4314.85,25.32099145972629
2025-09-02,111245.94,4326.52,25.712568068563186
2025-09-03,111751.51,4452.33,25.099556861238945
2025-09-04,110732.33,4298.54,25.760451222973384
2025-09-05,110676.99,4307.57,25.693602193347992
2025-09-06,110230.16,4274.53,25.787667883954494
2025-09-07,111143.24,4306.18,25.81017049914309
2025-09-08,112089.06,4306.62,26.027153545007454
2025-09-09,111549.14,4310.1,25.88087051344516
2025-09-10,113988.2,4350.1,26.20358152686145
2025-09-11,115537.84,4461.11,25.898899601220325
2025-09-12,116116.26,4715.14,24.626259241507142
2025-09-13,115971.92,4669.05,24.838440367954934
2025-09-14,115351.87,4606.66,25.040239566193293
2025-09-15,115401.06,4525.27,25.501475050107505
2025-09-16,116838.31,4503.26,25.945272980018917
2025-09-17,116488.17,4592.35,25.365699478480515
2025-09-18,117126.46,4589.64,25.519748825615952
2025-09-19,115701.97,4471.56,25.875079390637715
2025-09-20,115756.07,4482.83,25.822096755843965
2025-09-21,115299.83,4447.53,25.92446369108247
2025-09-22,112747.85,4202.86,26.826458649586236
2025-09-23,112043.66,4165.7,26.896718438677777
2025-09-24,113360.69,4154.6,27.285584653155535
2025-09-25,109061.11,3876.07,28.13703312891666
2025-09-26,109723.94,4034.83,27.194191576844627
2025-09-27,109727.42,4020.82,27.28981153098124
2025-09-28,112226.65,4143.89,27.08243944699304
2025-09-29,114407.08,4218.07,27.12308709907612
2025-09-30,114078.18,4146.38,27.512717117099733
2025-10-01,118666.73,4350.53,27.276384716344907
2025-10-02,120630.71,4487.89,26.879159248555556
2025-10-03,122318.86,4516.0,27.08566430469442
2025-10-04,122455.39,4489.84,27.273887265470485
2025-10-05,123535.21,4515.92,27.355491239880248
2025-10-06,124723.0,4686.54,26.613023680583115
2025-10-07,121414.53,4449.96,27.284409298061107
2025-10-08,123358.65,4527.74,27.245082535657968
2025-10-09,121713.94,4370.91,27.846361512819986
2025-10-10,112998.91,3837.92,29.442747634135156
2025-10-11,110779.65,3750.88,29.53430928208847
2025-10-12,115084.73,4156.86,27.685495782874575
2025-10-13,115279.04,4245.01,27.156364767103017
2025-10-14,113097.76,4127.37,27.401895153572372
2025-10-15,110819.47,3988.16,27.78711736740753
2025-10-16,108212.4,3895.41,27.779463522453348
2025-10-17,106485.41,3833.18,27.779913805247865
2025-10-18,107228.76,3890.7,27.560274500732515
2025-10-19,108701.79,3984.9,27.278423548897084
2025-10-20,110583.29,3981.1,27.77706915174198
2025-10-21,108387.11,3875.11,27.970073107602104
2025-10-22,107604.16,3806.62,28.267639007833722
2025-10-23,110114.95,3858.38,28.53916669690388
2025-10-24,111046.29,3936.24,28.211259984147308
2025-10-25,111671.84,3954.72,28.23760974228264
2025-10-26,114559.89,4160.2,27.53711119657709
2025-10-27,114115.08,4121.47,27.687955996282877
2025-10-28,112930.68,3981.51,28.363781580355187
2025-10-29,110064.53,3904.34,28.19030361085356
2025-10-30,108326.41,3804.35,28.474354357511796
2025-10-31,109580.94,3846.74,28.48670302645877
2025-11-01,110104.4,3872.94,28.429152013715676
2025-11-02,110564.52,3906.69,28.30132925827235
2025-11-03,106580.38,3603.83,29.57419745104514
2025-11-04,101493.23,3286.89,30.878194889393924
2025-11-05,103893.5,3424.12,30.341664427648563
2025-11-06,101302.75,3313.99,30.568212336186896
2025-11-07,103301.61,3434.31,30.079291036627446
2025-11-08,102304.79,3400.93,30.081415965632928
2025-11-09,104721.32,3583.12,29.22629440264351
2025-11-10,105988.36,3566.73,29.71583495246346
2025-11-11,103033.54,3416.51,30.157540882362408
2025-11-12,101660.22,3414.45,29.77352721521768
2025-11-13,99644.14,3230.03,30.849292421432615
2025-11-14,94531.81,3110.38,30.392366849066672
2025-11-15,95555.28,3166.61,30.175891568585964
2025-11-16,94244.44,3093.43,30.466000523690532
2025-11-17,92141.25,3028.29,30.42682503987399
2025-11-18,92946.24,3122.36,29.767944759733023
2025-11-19,91483.02,3023.23,30.260026527918818
2025-11-20,86553.58,2830.93,30.574256516409804
2025-11-21,85087.62,2764.76,30.775770772146583
2025-11-22,84696.98,2768.91,30.58856373085438
2025-11-23,86823.45,2801.51,30.991661639615774
2025-11-24,88288.33,2953.06,29.897235410049237
2025-11-25,87340.82,2958.83,29.5187016489626
2025-11-26,90487.28,3026.9,29.89437378175691
2025-11-27,91327.26,3015.29,30.288051895505905
2025-11-28,90917.53,3032.2,29.984014906668428
2025-11-29,90842.76,2990.56,30.376504734899147
2025-11-30,90381.34,2992.33,30.20433575173861
2025-12-01,86302.37,2799.09,30.83229549603621
2025-12-02,91315.07,2997.13,30.467503912075887
2025-12-03,93464.62,3189.79,29.301182836487666
2025-12-04,92106.94,3134.24,29.38732834754199
2025-12-05,89352.03,3022.97,29.557696569929576
2025-12-06,89262.3,3039.34,29.368974843222542
2025-12-07,90413.99,3060.97,29.537692300153225
2025-12-08,90661.73,3124.9,29.012682005824185
2025-12-09,92701.41,3319.05,27.930103493469517
2025-12-10,92038.34,3325.03,27.68045401094125
2025-12-11,92546.9,3238.0,28.581500926497835
2025-12-12,90277.47,3084.93,29.264025439799283
2025-12-13,90262.18,3115.34,28.97346036066689
2025-12-14,88169.62,3063.14,28.78406471790385
2025-12-15,86421.58,2964.4,29.153143975172043
2025-12-16,87851.74,2962.09,29.658700444618496
2025-12-17,86223.21,2832.59,30.4397071231629
2025-12-18,85478.7,2826.97,30.236861374545892
2025-12-19,88107.2,2978.23,29.58374605050651
2025-12-20,88340.83,2977.06,29.673849368168597
2025-12-21,88647.8,3001.6,29.533515458422176
2025-12-22,88566.92,3007.85,29.445258240936216
2025-12-23,87440.81,2963.44,29.5065228248252
2025-12-24,87620.12,2945.71,29.7449918695323
2025-12-25,87183.32,2902.63,30.035974271608854
2025-12-26,87315.1,2926.05,29.84060422754225
2025-12-27,87823.31,2947.05,29.800413973295328
2025-12-28,87886.81,2949.22,29.800018309926017
2025-12-29,87247.14,2928.61,29.79131396805993
