replicate_index,lower_5th_pct,upper_95th_pct
0,-5.197345509,5.184619185499996
1,-5.155721116499999,5.14315089
2,-6.123930151,5.1306240245
3,-6.098447339499999,5.266894412499992
4,-5.295090513999999,4.7355471609999995
5,-6.1326536004999985,5.10499656
6,-5.31197542,5.10499656
7,-6.731982601499999,5.35077403
8,-4.9993578450000005,4.718467390499999
9,-5.15045983,4.55713004
10,-5.6962301455,4.7355471609999995
11,-5.789981407,5.095383280499994
12,-5.927862067499999,5.13109994
13,-4.98612275,4.45371157
14,-6.177680704499999,6.4226368574999935
15,-5.267547145,4.937418163499991
16,-6.177680704499999,5.373983942999997
17,-5.789981407,5.127184432999998
18,-6.096575248499999,4.976656346499998
19,-6.34975922,5.630615451499982
20,-5.19940938,4.561214528
21,-6.2042219444999995,4.85728194
22,-6.3824737905,5.733261771499992
23,-6.18000615,4.85728194
24,-5.15045983,4.711269507499999
25,-5.775423524,4.716982127999998
26,-5.4616837354999985,5.141343247499999
27,-6.3824737905,5.13109994
28,-5.6962301455,4.632587132499992
29,-6.34307515,6.161685097499956
30,-6.123930151,5.28012217
31,-5.7755331565,4.941364873499993
32,-5.69297581,5.19193712
33,-4.98612275,4.849815061499996
34,-5.927862067499999,5.19193712
35,-5.15045983,4.5094373
36,-6.123930151,5.266894412499992
37,-6.34975922,5.630615451499982
38,-6.158466781,5.10499656
39,-6.2042219444999995,4.941364873499993
40,-6.195860099999999,5.3105688384999965
41,-5.307479037999999,4.794298662499992
42,-5.307479037999999,5.124487578499998
43,-5.462966613499999,4.73722534
44,-6.177680704499999,5.141343247499999
45,-5.31197542,4.85728194
46,-5.6003592249999965,5.12792717
47,-5.267547145,5.141343247499999
48,-5.6962301455,5.733261771499992
49,-6.158466781,4.941364873499993
50,-6.2230239785,5.733261771499992
51,-5.302360155999999,4.85728194
52,-5.1803716785,4.836610973999988
53,-6.3824737905,5.297341080999989
54,-6.4755748324999995,5.127184432999998
55,-6.12426052,4.865241280499999
56,-5.69297581,5.266894412499992
57,-5.32052794,4.976656346499998
58,-6.0740160639999985,5.46087233
59,-5.293026642999999,4.865241280499999
60,-5.19940938,4.88359334
61,-6.123930151,4.95155985
62,-6.43911404,6.012053311999984
63,-5.05383634,5.10499656
64,-5.4616837354999985,5.10499656
65,-5.637108629499998,4.64590309
66,-6.12426052,5.31594178
67,-5.0460149065,5.124487578499998
68,-5.31474868,4.716982127999998
69,-5.69680444,5.1306240245
70,-4.75396126,4.504372753999997
71,-6.48200909,5.290023146499984
72,-5.1803716785,5.14315089
73,-6.16450318,5.951105953999948
74,-6.327023998,5.12792717
75,-6.327023998,4.711269507499999
76,-5.927741374499999,4.88359334
77,-5.48810285,5.141343247499999
78,-5.789981407,5.74608971
79,-5.267547145,5.12792717
80,-5.7901021,5.35077403
81,-5.267547145,4.966461369999991
82,-6.3824737905,6.23502546
83,-4.733089893999999,4.98108514
84,-5.135966306499999,4.56193532
85,-5.307479037999999,4.849815061499996
86,-6.23061536,5.66057012
87,-6.3487566095,5.086409846999989
88,-5.78929748,5.086409846999989
89,-5.31197542,4.716982127999998
90,-6.18000615,5.114874298999992
91,-6.20849532,5.19193712
92,-4.9993578450000005,4.881051219499999
93,-5.48810285,5.124487578499998
94,-4.39723761,4.941364873499993
95,-5.69297581,4.849815061499996
96,-6.76133343,6.605660086
97,-6.12205806,5.184619185499996
98,-5.774849229499999,5.257768835499987
99,-5.462966613499999,4.664978483999998
