date,btc_eth_price,change_pct
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
2023-12-07,18.366247024529,-6.30534923
