replicate_index,lower_5th_pct,upper_95th_pct
0,-3.8211028514999996,3.41745419
1,-3.56304589,3.4737601204999966
2,-3.558292564,3.411116811499996
3,-4.1810981015,3.0961544939999857
4,-3.78394051,3.225456758
5,-3.529101539,3.2233564314999996
6,-4.2507834854999995,3.2195855
7,-4.384736920499999,3.2551739
8,-3.4564956,3.42623469
9,-3.9421808614999994,2.757841651499996
10,-3.6195241,3.4398529054999987
11,-3.558292564,3.2507543104999974
12,-4.087309712000001,3.1461112214999973
13,-3.58659886,3.25245736
14,-3.5073466034999994,3.37428093
15,-3.8211028514999996,3.2148789319999973
16,-3.56304589,3.41745419
17,-3.78394051,3.2907807144999963
18,-3.9421808614999994,3.424917614999999
19,-3.709378024499999,3.22402189
20,-4.161199804,3.44225612
21,-3.7740301529999996,3.424917614999999
22,-4.1810981015,2.87340676
23,-3.783582466,3.25245736
24,-4.372541675999999,3.2481920394999975
25,-4.161199804,3.2084945994999905
26,-3.78394051,3.356414875499989
27,-3.5846006,3.1507263
28,-4.06703507,3.314593386499998
29,-3.529101539,3.250501098499997
30,-3.522129907,3.4737601204999966
31,-3.53135705,3.42623469
32,-4.06703507,3.375205
33,-3.530126762,2.83911094
34,-3.8211028514999996,3.5321280844999943
35,-3.64287293,3.2547664189999996
36,-4.601555379,3.2195855
37,-3.707146850999999,3.1507263
38,-3.529101539,3.5930840324999878
39,-3.45646254,3.411116811499996
40,-3.5823694264999997,3.2551739
41,-4.06703507,3.6131601
42,-4.822430873499999,3.411116811499996
43,-3.783582466,2.954713360499993
44,-3.3671302599999997,2.69529785
45,-3.558292564,3.1204244935
46,-3.56972611,3.6024031679999933
47,-3.7181188739999995,3.2233564314999996
48,-3.7181188739999995,3.375205
49,-3.568724077,3.375205
50,-3.78394051,3.363483890499993
51,-4.62472842,3.526568554999991
52,-3.6145853139999997,3.33522173
53,-4.684992434,3.1507263
54,-4.087309712000001,2.920735898999995
55,-3.78394051,3.5256614359999903
56,-3.762780372999999,3.1825860679999964
57,-3.4231423564999997,3.2551739
58,-3.6195241,3.3750663894999997
59,-3.5823694264999997,3.2195855
60,-3.56972611,3.4737601204999966
61,-3.760751456999999,3.63701273
62,-3.9352015729999987,3.424917614999999
63,-3.8214608954999996,3.4413490009999994
64,-3.5830659145,3.3750663894999997
65,-4.384736920499999,3.307902349999994
66,-3.6195241,3.2233564314999996
67,-4.47024148,3.290373233499996
68,-3.58659886,3.2907807144999963
69,-3.783582466,3.365791804499995
70,-4.1810981015,2.920735898999995
71,-4.47024148,2.954713360499993
72,-3.43687619,3.209256619999994
73,-3.530126762,2.7635451675
74,-3.73139757,2.88526434
75,-4.684992434,3.1204244935
76,-4.087309712000001,3.1507263
77,-4.62472842,3.314593386499998
78,-4.79462762,3.424917614999999
79,-3.53135705,2.864945000499995
80,-3.568724077,3.633434835499998
81,-4.051327198999999,3.365791804499995
82,-3.58659886,3.43620866
83,-3.4365451129999998,2.96611296
84,-3.96231593,3.25245736
85,-3.56972611,3.314593386499998
86,-3.96231593,2.96696907
87,-4.051327198999999,3.247526580999997
88,-3.5823694264999997,3.70516115
89,-3.7181188739999995,3.225456758
90,-4.460638807,2.949862070499993
91,-4.087309712000001,2.835793553499998
92,-4.2507834854999995,3.6131601
93,-3.762780372999999,3.42623469
94,-3.614285575,3.37428093
95,-4.684992434,2.96696907
96,-4.7691427399999995,3.22402189
97,-3.4365451129999998,3.43620866
98,-3.367493866,3.3684220499999964
99,-3.51632031,3.33522173
100,-4.2507834854999995,3.7577817129999964
101,-3.4533653484999998,3.1461112214999973
102,-3.43466901,3.5256614359999903
103,-3.6393706055,3.3750663894999997
104,-3.709378024499999,3.411116811499996
105,-3.36999586,3.2907807144999963
106,-3.9421808614999994,3.3325914844999986
107,-3.64287293,2.96696907
108,-4.09088759,3.31768676
109,-4.544652295499997,3.44225612
110,-4.031192130499999,3.2233564314999996
111,-4.1816771,3.2481920394999975
112,-3.6393706055,3.375205
113,-4.071601841,3.097010603999986
114,-3.4426283185,3.411116811499996
115,-3.434346831,2.96696907
116,-3.522129907,3.365791804499995
117,-3.8214608954999996,3.2547664189999996
118,-3.7181188739999995,3.31768676
119,-3.4564956,3.22570997
120,-3.7740301529999996,3.1507263
121,-3.6393706055,3.424917614999999
122,-3.52315513,3.31768676
123,-4.17781711,3.2551739
124,-3.82808214,2.949862070499993
125,-3.6195241,3.2551739
126,-4.09088759,3.329498110999997
127,-4.06703507,2.922514535999996
128,-3.5823694264999997,3.1825860679999964
129,-3.6195241,3.31768676
130,-3.783582466,3.2484452514999975
131,-3.367493866,2.88526434
132,-3.783582466,3.3750663894999997
133,-3.52315513,3.33522173
134,-3.45646254,3.1507263
135,-3.4426283185,2.83911094
136,-3.7181188739999995,3.6913609924999915
137,-4.460638807,3.2907807144999963
138,-4.09088759,3.3684220499999964
139,-4.051327198999999,3.4347125644999994
140,-3.7096777634999993,2.949862070499993
141,-3.557062276,3.2907807144999963
142,-3.4365451129999998,3.29706427
143,-3.73139757,3.375205
144,-4.051327198999999,3.3325914844999986
145,-3.783582466,3.3692075094999963
146,-3.9421808614999994,3.2186498634999965
147,-4.17781711,3.3684220499999964
148,-3.96231593,3.2186498634999965
149,-3.5813673935,3.526568554999991
150,-4.071601841,3.2484452514999975
151,-3.530126762,3.3750663894999997
152,-4.233587180999999,3.424917614999999
153,-4.051327198999999,3.225456758
154,-3.56972611,3.365791804499995
155,-3.43687619,3.4737601204999966
156,-3.5813673935,3.43620866
157,-3.568724077,3.2907807144999963
158,-3.56972611,3.424917614999999
159,-3.78155355,3.37428093
160,-3.7181188739999995,3.2195855
161,-3.8214608954999996,3.44225612
162,-4.2507834854999995,3.31768676
163,-3.8214608954999996,3.3750663894999997
164,-3.586299121,3.44225612
165,-3.96231593,3.3692075094999963
166,-4.06703507,3.47931965
167,-3.6344318194999996,3.44225612
168,-3.78155355,3.4737601204999966
169,-3.51632031,3.22402189
170,-3.568724077,3.33522173
171,-3.78394051,3.33522173
172,-3.45646254,3.1507263
173,-3.96231593,3.411116811499996
174,-3.5131562004999997,3.1507263
175,-4.168058673499999,3.329498110999997
176,-3.783582466,3.44225612
177,-3.78155355,3.42623469
178,-4.79462762,2.81699503
179,-3.6344318194999996,2.949862070499993
180,-3.935559616999999,3.43620866
181,-3.78155355,3.29706427
182,-3.7740301529999996,3.209256619999994
183,-4.26297873,3.22570997
184,-4.0245708859999985,2.96696907
185,-3.5823694264999997,3.2233564314999996
186,-3.0802555235,3.31768676
187,-3.709378024499999,3.2907807144999963
188,-3.36999586,3.47931965
189,-3.8214608954999996,2.8783413299999956
190,-3.530126762,3.225456758
191,-3.558292564,3.33522173
192,-3.36999586,2.7533292794999937
193,-3.45646254,3.2148789319999973
194,-3.8214608954999996,3.375205
195,-4.09088759,3.3325914844999986
196,-3.4530342715,3.12050662
197,-3.56972611,3.633434835499998
198,-3.530126762,3.2247912994999997
199,-3.5823694264999997,3.4051193209999924
200,-3.367493866,3.472853001499996
201,-3.36999586,3.2547664189999996
202,-3.5823694264999997,3.411116811499996
203,-3.568724077,3.424917614999999
204,-3.45646254,3.2907807144999963
205,-3.558292564,3.2233564314999996
206,-3.4562752,3.29706427
207,-3.7740301529999996,3.250501098499997
208,-3.45646254,3.411116811499996
209,-4.1810981015,3.225456758
210,-3.783582466,3.44225612
211,-3.5813673935,3.3325914844999986
212,-4.82733733,3.418441625999995
213,-3.7740301529999996,3.225456758
214,-3.4545677699999997,3.209256619999994
215,-3.6344318194999996,3.70516115
216,-4.1647776819999995,2.808981293499995
217,-3.5054187734999993,3.3750663894999997
218,-4.087309712000001,3.633434835499998
219,-3.6145853139999997,3.2484452514999975
220,-4.2507834854999995,3.3325914844999986
221,-4.1810981015,2.949862070499993
222,-3.96231593,3.424917614999999
223,-3.5846006,3.42623469
224,-3.522129907,3.411116811499996
225,-3.6341320804999997,3.213027551499993
226,-3.7181188739999995,3.33522173
227,-3.558292564,2.96611296
228,-3.6195241,3.2233564314999996
229,-3.709378024499999,3.1204244935
230,-3.5823694264999997,3.25245736
231,-3.56972611,3.41745419
232,-3.82808214,2.88526434
233,-3.6195241,3.3750663894999997
234,-4.161199804,3.2547664189999996
235,-3.52315513,3.308309830999994
236,-3.9352015729999987,3.314593386499998
237,-3.43252115,2.69511052
238,-3.5054187734999993,3.25245736
239,-3.51632031,3.18820838
240,-3.9352015729999987,2.96696907
241,-4.62472842,3.365791804499995
242,-3.6145853139999997,3.11995911
243,-3.6393706055,3.3684220499999964
244,-3.78155355,3.54144722
245,-3.783582466,3.3692075094999963
246,-4.09088759,3.375205
247,-3.35089186,3.2084945994999905
248,-3.4533653484999998,3.424917614999999
249,-3.7181188739999995,3.2484452514999975
250,-4.26297873,3.25245736
251,-4.62472842,3.1461112214999973
252,-4.2507834854999995,3.1825860679999964
253,-3.5823694264999997,3.25245736
254,-3.56972611,3.329498110999997
255,-3.5073466034999994,3.2148789319999973
256,-4.17781711,2.9290881
257,-3.53135705,3.2195855
258,-4.06703507,3.1825860679999964
259,-3.760751456999999,3.4413490009999994
260,-4.371962677499999,3.1461933479999975
261,-3.7181188739999995,2.7177998744999976
262,-4.087309712000001,3.410978200999996
263,-4.384736920499999,3.438535830499998
264,-3.557062276,3.375205
265,-3.352952294,3.1825860679999964
266,-3.5200947724999994,3.4347125644999994
267,-3.558292564,3.308309830999994
268,-4.09088759,3.7777061039999986
269,-3.6393706055,3.2233564314999996
270,-3.52315513,3.3750663894999997
271,-4.1810981015,2.7635451675
272,-3.586299121,3.43620866
273,-3.4562752,3.41745419
274,-3.783582466,3.42623469
275,-3.5073466034999994,3.1461933479999975
276,-3.45646254,3.2547664189999996
277,-3.757249132499999,3.37428093
278,-3.5112283704999996,3.2547664189999996
279,-3.5766140674999995,3.097475987499986
280,-4.09088759,2.7577002539999964
281,-3.5846006,3.4413490009999994
282,-3.4564956,3.314593386499998
283,-4.84542654,2.96126167
284,-3.783582466,3.41745419
285,-4.40622366,3.44225612
286,-3.56972611,3.2484452514999975
287,-3.53135705,2.96126167
288,-3.557062276,2.7248389035
289,-3.4426283185,3.2484452514999975
290,-3.5201278324999996,3.1507263
291,-4.031192130499999,2.87340676
292,-3.7760590689999995,3.37428093
293,-3.352952294,3.3684220499999964
294,-3.73139757,2.961286924499997
295,-3.8214608954999996,3.43620866
296,-3.56304589,3.2195855
297,-3.4532216114999996,3.4398529054999987
298,-5.13121301,3.11995911
299,-3.64287293,2.922514535999996
300,-3.4221024374999995,3.424917614999999
301,-3.82808214,3.2551739
302,-3.6195241,3.4413490009999994
303,-3.4564956,3.290373233499996
304,-3.586299121,3.307902349999994
305,-3.5823694264999997,3.4737601204999966
306,-3.5823694264999997,3.29706427
307,-3.78155355,3.097475987499986
308,-3.73139757,3.3325914844999986
309,-3.78394051,3.3325914844999986
310,-3.7740301529999996,3.11995911
311,-3.73139757,2.8783413299999956
312,-3.78394051,3.3750663894999997
313,-3.6195241,3.1461933479999975
314,-3.73139757,3.097010603999986
315,-3.530126762,3.44225612
316,-4.161199804,3.11995911
317,-3.7760590689999995,3.2507543104999974
318,-3.96231593,2.883485702999999
319,-3.5823694264999997,3.1507263
320,-4.1816771,3.225456758
321,-3.326304894999999,3.22570997
322,-3.58659886,3.209256619999994
323,-3.4564956,3.411116811499996
324,-3.5846006,3.6024031679999933
325,-4.26297873,3.2907807144999963
326,-3.5846006,3.42623469
327,-4.087309712000001,2.96696907
328,-3.5823694264999997,3.4737601204999966
329,-3.568724077,3.375205
330,-3.6195241,2.864945000499995
331,-3.5766140674999995,2.6913159324999976
332,-3.43687619,3.375205
333,-4.62472842,3.42623469
334,-4.460638807,3.25245736
335,-4.40622366,3.2547664189999996
336,-3.96231593,3.25245736
337,-3.73139757,3.41745419
338,-4.62472842,3.424917614999999
339,-3.56972611,3.25245736
340,-3.56972611,3.29706427
341,-3.64287293,3.1825860679999964
342,-3.6393706055,3.29706427
343,-4.822430873499999,3.2200847314999965
344,-3.56304589,3.375205
345,-4.051327198999999,3.2148789319999973
346,-4.26297873,2.7635451675
347,-3.5840679475,3.1461112214999973
348,-3.783582466,3.3325914844999986
349,-3.6145853139999997,3.4413490009999994
350,-3.5823694264999997,3.1825860679999964
351,-3.5073466034999994,3.472853001499996
352,-4.051327198999999,2.6923346229999985
353,-3.73139757,3.31768676
354,-3.352952294,3.2484452514999975
355,-3.5813673935,3.42623469
356,-4.62472842,3.2547664189999996
357,-3.935559616999999,2.956435634499997
358,-3.5846006,3.4413490009999994
