date,btc,sol,ratio
2025-09-26,109723.94,205.28,534.5086710833983
2025-09-27,109727.42,203.58,538.9891934374692
2025-09-28,112226.65,210.92,532.0815949175043
2025-09-29,114407.08,212.91,537.3494903950026
2025-09-30,114078.18,208.75,546.4822994011976
2025-10-01,118666.73,222.16,534.149846957148
2025-10-02,120630.71,234.9,513.5406981694338
2025-10-03,122318.86,232.96,525.0637877747253
2025-10-04,122455.39,227.99,537.1086012544409
2025-10-05,123535.21,228.67,540.2335680237898
2025-10-06,124723.0,232.47,536.5122381382544
2025-10-07,121414.53,220.1,551.6334847796456
2025-10-08,123358.65,229.12,538.4019291201117
2025-10-09,121713.94,221.03,550.6670587703027
2025-10-10,112998.91,188.9,598.194335627316
2025-10-11,110779.65,177.84,622.9175101214574
2025-10-12,115084.73,197.23,583.5051969781473
2025-10-13,115279.04,208.87,551.9176521281179
2025-10-14,113097.76,202.55,558.3695877561096
2025-10-15,110819.47,193.95,571.3816447538026
2025-10-16,108212.4,184.87,585.3432141504841
2025-10-17,106485.41,182.05,584.923976929415
2025-10-18,107228.76,187.65,571.4295763389288
2025-10-19,108701.79,187.95,578.3548284118117
2025-10-20,110583.29,189.78,582.6920118031404
2025-10-21,108387.11,185.73,583.5735207020945
2025-10-22,107604.16,180.16,597.2699822380107
2025-10-23,110114.95,191.42,575.253108348135
2025-10-24,111046.29,193.62,573.5269600247908
2025-10-25,111671.84,193.88,575.9843201980607
2025-10-26,114559.89,200.07,572.5990403358825
2025-10-27,114115.08,198.71,574.2795027930149
2025-10-28,112930.68,194.23,581.4275858518251
2025-10-29,110064.53,193.98,567.4014331374369
2025-10-30,108326.41,184.69,586.5309978883535
2025-10-31,109580.94,187.16,585.4933746527036
2025-11-01,110104.4,186.3,591.0059044551798
2025-11-02,110564.52,187.76,588.8608862377504
2025-11-03,106580.38,166.05,641.8571514604034
2025-11-04,101493.23,155.03,654.6683222602077
2025-11-05,103893.5,162.38,639.8170957014411
2025-11-06,101302.75,155.22,652.6398015719624
2025-11-07,103301.61,161.72,638.7683032401682
2025-11-08,102304.79,157.98,647.5806431193822
2025-11-09,104721.32,164.52,636.5263797714564
2025-11-10,105988.36,167.3,633.5227734608487
2025-11-11,103033.54,154.55,666.6680038822386
2025-11-12,101660.22,153.37,662.8429288648366
2025-11-13,99644.14,144.69,688.6733015412261
2025-11-14,94531.81,138.8,681.0649135446686
2025-11-15,95555.28,139.54,684.7877311165257
2025-11-16,94244.44,137.08,687.5141523198132
2025-11-17,92141.25,130.84,704.2284469581168
2025-11-18,92946.24,140.64,660.8805460750855
2025-11-19,91483.02,136.93,668.1006353611334
2025-11-20,86553.58,133.51,648.2928619579059
2025-11-21,85087.62,128.59,661.6970215413329
2025-11-22,84696.98,127.53,664.133772445699
2025-11-23,86823.45,130.55,665.0589812332439
2025-11-24,88288.33,138.41,637.8753702767142
2025-11-25,87340.82,138.91,628.7583327334246
2025-11-26,90487.28,143.02,632.6896937491259
2025-11-27,91327.26,140.85,648.4008519701811
2025-11-28,90917.53,137.37,661.8441435539055
2025-11-29,90842.76,135.96,668.1579876434245
2025-11-30,90381.34,133.49,677.0644992134241
2025-12-01,86302.37,126.67,681.3165706165627
2025-12-02,91315.07,138.7,658.3638788752704
2025-12-03,93464.62,144.72,645.8307075732448
2025-12-04,92106.94,139.06,662.3539479361427
2025-12-05,89352.03,133.33,670.156978924473
2025-12-06,89262.3,132.24,675.0022686025408
2025-12-07,90413.99,132.29,683.452944289062
2025-12-08,90661.73,133.27,680.2861109026787
2025-12-09,92701.41,137.9,672.2364757070341
2025-12-10,92038.34,136.32,675.1638791079812
2025-12-11,92546.9,136.43,678.3471377263064
2025-12-12,90277.47,132.29,682.4209690830751
2025-12-13,90262.18,133.17,677.7966508973493
2025-12-14,88169.62,129.4,681.3726429675424
2025-12-15,86421.58,127.79,676.2781125283668
2025-12-16,87851.74,129.14,680.2829487378041
2025-12-17,86223.21,123.21,699.8069150231313
2025-12-18,85478.7,119.54,715.0635770453404
2025-12-19,88107.2,126.2,698.1553090332804
2025-12-20,88340.83,125.77,702.3998568816094
2025-12-21,88647.8,126.0,703.5539682539683
2025-12-22,88566.92,125.84,703.8057851239669
2025-12-23,87440.81,123.93,705.5661260388929
2025-12-24,87620.12,122.45,715.5583503470804
2025-12-25,87183.32,120.0,726.5276666666667
2025-12-26,87315.1,122.19,714.5846632293969
2025-12-27,87823.31,124.65,704.5592458884877
2025-12-28,87631.77,123.97,706.8788416552392
