date,btc_eth_price,change_pct
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-01-23,17.791497867328,4.05359776
2024-02-26,17.153701419654,3.22570997
2024-02-26,17.153701419654,3.22570997
2024-02-28,18.458601321781,4.91028904
2024-02-28,18.458601321781,4.91028904
2024-02-28,18.458601321781,4.91028904
2024-02-28,18.458601321781,4.91028904
2024-02-28,18.458601321781,4.91028904
2024-02-28,18.458601321781,4.91028904
2024-03-04,18.816481958231,3.97786797
2024-03-04,18.816481958231,3.97786797
2024-03-04,18.816481958231,3.97786797
2024-03-04,18.816481958231,3.97786797
2024-03-04,18.816481958231,3.97786797
2024-04-04,20.582844973372,3.31768676
2024-04-04,20.582844973372,3.31768676
2024-04-04,20.582844973372,3.31768676
2024-04-04,20.582844973372,3.31768676
2024-04-04,20.582844973372,3.31768676
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-04-12,20.733501691818,3.72342337
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-24,19.601975923122,3.54144722
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-07-25,20.72591416547,5.73380075
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-04,21.627291598464,3.43620866
2024-08-05,22.323600742029,3.2195855
