date,bnb,sol,ratio
2025-09-27,969.22,203.58,4.760880243638864
2025-09-28,993.65,210.92,4.7110278778683865
2025-09-29,1030.46,212.91,4.839885397585834
2025-09-30,1008.79,208.75,4.832526946107785
2025-10-01,1027.3,222.16,4.624144760532949
2025-10-02,1090.98,234.9,4.644444444444445
2025-10-03,1190.28,232.96,5.109375
2025-10-04,1151.33,227.99,5.049914469932891
2025-10-05,1167.65,228.67,5.106266672497486
2025-10-06,1224.16,232.47,5.265883769948811
2025-10-07,1305.21,220.1,5.9300772376192645
2025-10-08,1307.6,229.12,5.707053072625698
2025-10-09,1256.09,221.03,5.682893724833733
2025-10-10,1104.11,188.9,5.844944415034409
2025-10-11,1136.6,177.84,6.391138101664417
2025-10-12,1303.91,197.23,6.611113927901435
2025-10-13,1295.74,208.87,6.203571599559535
2025-10-14,1209.02,202.55,5.968995309800049
2025-10-15,1162.5,193.95,5.993812838360403
2025-10-16,1144.89,184.87,6.192946394763888
2025-10-17,1072.31,182.05,5.8901950013732485
2025-10-18,1092.66,187.65,5.8228617106314955
2025-10-19,1110.93,187.95,5.910774142059059
2025-10-20,1100.64,189.78,5.7995573822320585
2025-10-21,1057.75,185.73,5.695095030420503
2025-10-22,1071.95,180.16,5.949988898756661
2025-10-23,1127.58,191.42,5.890607042106363
2025-10-24,1109.69,193.62,5.731277760561926
2025-10-25,1116.72,193.88,5.759851454507944
2025-10-26,1138.15,200.07,5.68875893437297
2025-10-27,1139.1,198.71,5.732474460268732
2025-10-28,1104.01,194.23,5.684034392215415
2025-10-29,1107.25,193.98,5.708062686874936
2025-10-30,1079.26,184.69,5.843629866262385
2025-10-31,1088.91,187.16,5.818070100448814
2025-11-01,1094.77,186.3,5.876382179280729
2025-11-02,1083.09,187.76,5.768481039625053
2025-11-03,993.01,166.05,5.980186690755796
2025-11-04,936.82,155.03,6.042830419918726
2025-11-05,960.08,162.38,5.9125508067496
2025-11-06,950.12,155.22,6.121118412575699
2025-11-07,990.77,161.72,6.126453128864704
2025-11-08,990.51,157.98,6.269844284086593
2025-11-09,996.74,164.52,6.058473133965475
2025-11-10,991.73,167.3,5.927854154213986
2025-11-11,957.9,154.55,6.1979941766418625
2025-11-12,952.97,153.37,6.213535893590663
2025-11-13,926.8,144.69,6.405418480890178
2025-11-14,914.69,138.8,6.589985590778098
2025-11-15,931.93,139.54,6.678586785151211
2025-11-16,926.61,137.08,6.7596294134811785
2025-11-17,906.58,130.84,6.928920819321308
2025-11-18,932.25,140.64,6.628626279863482
2025-11-19,897.29,136.93,6.552910246111151
2025-11-20,865.54,133.51,6.482960077896787
2025-11-21,829.86,128.59,6.453534489462633
2025-11-22,833.42,127.53,6.535089782796204
2025-11-23,843.49,130.55,6.461049406357717
2025-11-24,865.23,138.41,6.251210172675385
2025-11-25,862.4,138.91,6.208336332877403
2025-11-26,891.75,143.02,6.235141938190463
2025-11-27,895.65,140.85,6.358892438764643
2025-11-28,887.45,137.37,6.4602897284705545
2025-11-29,873.36,135.96,6.423654015887025
2025-11-30,875.61,133.49,6.55936774290209
2025-12-01,826.86,126.67,6.527670324465146
2025-12-02,876.81,138.7,6.321629416005768
2025-12-03,920.81,144.72,6.362700386954118
2025-12-04,900.16,139.06,6.473177045879476
2025-12-05,883.87,133.33,6.6291907297682435
2025-12-06,890.84,132.24,6.736539624924379
2025-12-07,894.47,132.29,6.761433214906645
2025-12-08,897.46,133.27,6.734148720642305
2025-12-09,897.63,137.9,6.509282088469906
2025-12-10,893.78,136.32,6.556484741784038
2025-12-11,886.14,136.43,6.495199003151799
2025-12-12,881.74,132.29,6.6652052309320435
2025-12-13,896.75,133.17,6.733873995644665
2025-12-14,877.38,129.4,6.780370942812983
2025-12-15,858.51,127.79,6.718131309179122
2025-12-16,875.35,129.14,6.7783026173145435
2025-12-17,842.92,123.21,6.841327814300787
2025-12-18,829.83,119.54,6.941860465116279
2025-12-19,855.96,126.2,6.78256735340729
2025-12-20,853.99,125.77,6.790093026953964
2025-12-21,858.16,126.0,6.81079365079365
2025-12-22,858.3,125.84,6.820565797838524
2025-12-23,843.89,123.93,6.809408537077382
2025-12-24,846.24,122.45,6.9109024091465905
2025-12-25,829.03,120.0,6.9085833333333335
2025-12-26,834.12,122.19,6.826417873803094
2025-12-27,844.78,124.65,6.7772162053750495
2025-12-28,859.01,125.17,6.862746664536231
2025-12-29,851.38,123.12,6.9150422352176735
2025-12-30,854.95,124.38,6.873693519858499
