date,ratio,change_pct
2025-01-18,398.791461412151,-15.89502373
2023-12-21,467.302268612206,-12.00745422
2025-03-02,527.416839160839,-11.97928907
2024-11-17,378.366422497264,-9.92025132
2023-12-23,405.120426123205,-9.77591148
2023-12-07,638.61050457362,-9.7474657
2024-05-01,433.321733957915,-9.467915
2024-03-14,404.02490942029,-9.41803403
2023-12-20,531.070290648182,-8.25523037
2024-03-07,464.55299507184,-8.03173666
2025-08-12,626.581681619028,-7.69743322
2023-12-08,589.620763277289,-7.67130214
2025-02-28,569.323948416717,-7.49035778
2024-02-29,486.711058074781,-7.35631362
2024-06-27,412.269048096863,-7.3377234
2024-06-24,455.700514138818,-7.2529549
2025-07-21,599.743386783781,-7.20301345
2024-08-06,387.91550757733,-6.80433856
2025-08-22,582.684360047847,-6.61870547
2024-03-15,378.031929939077,-6.43350914
2023-12-14,568.586152219873,-6.36154331
2025-10-12,583.505196978147,-6.32705174
2025-11-18,660.880546075086,-6.15537487
2025-04-12,644.87725932088,-6.14455161
2024-04-14,434.239947177286,-6.05233147
2024-07-02,403.436374276611,-5.93522766
2024-05-06,413.351917288313,-5.93359374
2023-12-25,360.428193468375,-5.71909036
2024-03-13,446.032391874581,-5.70515848
2023-12-24,382.291807357384,-5.63502043
2025-06-28,711.799217558517,-5.51669522
2024-07-05,421.694632621157,-5.51237345
2024-03-17,338.958054439982,-5.49663157
2025-09-26,534.508671083398,-5.49398677
2025-10-13,551.917652128118,-5.41341277
2024-12-23,499.034490021589,-5.36577494
2025-06-15,690.451235455615,-5.27016273
2024-01-17,418.725090624082,-5.2572505
2023-12-29,396.210471795838,-5.24761463
2025-01-15,488.153666828558,-5.1778924
2024-03-16,358.672987084364,-5.12098088
2025-09-12,479.106535731969,-5.1016267
2025-05-09,595.962384259259,-5.09296578
2025-08-20,608.029845188062,-5.07636836
2025-01-22,402.895651160079,-4.98009929
2025-06-23,729.071438450899,-4.88874455
2025-07-16,683.246244171991,-4.84387866
2024-12-28,487.523187291827,-4.77335737
2025-02-25,614.616494416314,-4.76956207
2025-05-08,627.943322792508,-4.65578183
2024-11-07,386.491600488699,-4.56703572
2024-01-24,451.640973630832,-4.53305845
2024-12-05,410.948977431511,-4.5035083
2024-07-21,369.522926829268,-4.44453024
2024-08-24,399.33281483325,-4.44096929
2024-07-08,405.707254256689,-4.43839864
2025-01-02,465.735653176968,-4.35379209
2025-03-14,628.896900269542,-4.34854721
2023-12-02,619.515774603673,-4.30282656
2024-11-21,383.438181676535,-4.26225461
2025-08-28,524.981161109816,-4.25721759
2025-03-24,620.624592256418,-4.23722663
2024-09-19,440.611686494052,-4.18272375
2025-09-02,530.677574774603,-4.15809594
2025-04-09,693.775453629032,-4.14256647
2024-04-20,429.529415653094,-4.1151198
2025-11-24,637.875370276714,-4.08739852
2025-05-13,566.668063340045,-3.96637473
2024-05-09,413.431080815364,-3.94015912
2025-08-27,548.324529417562,-3.93549893
2023-12-22,449.015814712784,-3.91319605
2025-10-02,513.540698169434,-3.85830847
2024-04-18,446.947220267417,-3.8115675
2024-09-24,420.879059717129,-3.80681012
2024-01-13,446.986540066778,-3.80312126
2025-04-04,683.178900203666,-3.79000057
2025-08-04,678.574629946335,-3.76663014
2025-02-08,483.611158454058,-3.76645576
2024-09-04,433.916024249682,-3.73834343
2024-07-24,367.21636802786,-3.6959505
2025-10-23,575.253108348135,-3.68625154
2024-10-20,412.410014340344,-3.68057253
2024-05-15,417.766033928234,-3.63654174
2025-04-16,639.882729211087,-3.53350232
2025-09-17,475.617221950024,-3.52369732
2024-12-03,409.757678014608,-3.47629608
2025-04-19,608.190619190619,-3.4714763
2024-07-06,407.18284755714,-3.44130182
2024-05-17,395.583185840708,-3.39967379
2025-01-30,439.417603624769,-3.37240401
2025-12-02,658.36387887527,-3.36887326
2024-01-01,401.723413924741,-3.34156202
2025-01-03,450.391481940429,-3.29460953
2023-12-10,585.371875417725,-3.27031997
2024-01-09,463.78079436903,-3.26249208
2024-01-04,420.818701199771,-3.18654431
2024-06-16,440.685119047619,-3.15938515
2024-07-26,371.013600611754,-3.10474056
2024-11-05,416.310171017102,-3.08067133
2024-10-19,428.169088176353,-3.05978163
2024-12-17,475.580876422618,-3.05859171
2024-10-23,390.302747993203,-3.02421457
2024-03-20,353.570758649437,-2.9856143
2025-08-26,570.787880334899,-2.98432916
2025-01-16,473.63413709792,-2.97437686
2025-11-20,648.292861957906,-2.96478889
2025-08-23,565.451854755721,-2.95743399
2025-07-20,646.296188167897,-2.95685963
2024-10-26,392.656705923712,-2.89412422
2025-09-08,523.438217988232,-2.81306298
2025-07-15,718.026580503566,-2.80474248
2025-03-19,641.690671393752,-2.78065245
2025-07-22,583.204567541302,-2.75764929
2024-01-29,425.910101308154,-2.74650783
2024-11-06,404.987525430988,-2.71976194
2024-05-27,408.133815657902,-2.71048271
2025-07-25,629.786456102784,-2.67345735
2025-04-11,687.096242584048,-2.61201525
2025-08-24,551.013157894737,-2.55347944
2024-03-29,363.721941828399,-2.54617918
2024-07-18,401.893404522613,-2.49968734
2024-04-22,425.741832770808,-2.48468901
2024-02-02,429.626007362451,-2.47107018
2024-06-12,439.820841657537,-2.41797884
2024-02-24,495.719050365244,-2.41741362
2025-10-29,567.401433137437,-2.41236451
2025-10-08,538.401929120112,-2.39861358
2025-02-03,468.640428677014,-2.38523131
2024-01-08,479.421895724926,-2.38305924
2025-02-20,558.560004543647,-2.38015487
2025-06-10,667.895119292721,-2.37292802
2025-12-19,698.15530903328,-2.36458247
